i,j,artificialReefs,awoisWrecks,awoisObstructions,wrecksEnc,elevations,waveHeights,viirsA,smallBoatTraffic,aisTrafficDensity
81,17,11.0,nan,nan,nan,-9.0,4.32,0.6473487395864956,-0.7274427737537041,2.322219294733919
81,18,19.0,nan,nan,nan,-10.0,4.25,0.7916436459219993,-0.5176788511920756,2.167317334748176
81,19,6.0,nan,nan,nan,-10.0,4.27,0.4159161427247822,-0.25,2.173186268412274
81,26,nan,nan,2.0,nan,-21.0,5.02,1.7068568514278584,1.1105107365908755,3.2245330626060857
82,5,nan,1.0,3.0,3.0,12.0,nan,-3.0,nan,3.503245771465113
82,10,nan,nan,nan,1.0,-5.0,4.97,-3.0,-1.336599470857211,2.1398790864012365
82,13,nan,nan,nan,1.0,-6.0,4.77,-3.0,-0.25,1.2304489213782739
82,15,17.0,nan,nan,nan,-9.0,4.64,0.3144035634767588,-0.25,2.1986570869544226
82,32,18.0,nan,nan,nan,-31.0,5.62,-3.0,3.3316920111111212,2.287801729930226
82,120,nan,1.0,nan,nan,-4281.0,7.43,-3.0,25.86009819390494,nan
83,2,nan,nan,nan,1.0,-2.0,4.77,-3.0,-0.7255922317655457,nan
83,3,nan,nan,nan,1.0,-10.0,4.77,-3.0,-1.2174563090207278,nan
83,10,nan,nan,nan,2.0,2.0,5.05,0.17343977543958025,-1.2174563090207278,1.662757831681574
83,15,1.0,nan,nan,nan,-13.0,4.83,0.5462822525900336,0.25,2.342422680822206
83,42,nan,nan,nan,1.0,-137.0,6.29,-3.0,7.384379489851985,1.9138138523837167
84,5,nan,nan,1.0,nan,1.0,4.73,-3.0,-2.2319453655319017,3.2528530309798933
84,10,nan,nan,nan,1.0,-3.0,5.05,-3.0,-1.2481491715860766,0.0
84,11,nan,nan,nan,2.0,-5.0,5.17,-3.0,-0.75,1.0413926851582251
84,13,nan,nan,nan,1.0,-10.0,5.16,0.3723393069569547,0.25,2.298853076409707
84,17,22.0,nan,nan,nan,-14.0,4.89,-3.0,0.7486107700584287,2.100370545117563
84,22,nan,nan,nan,1.0,-20.0,5.17,0.7389461608262665,1.2484323577315761,2.2041199826559246
84,65,nan,1.0,nan,nan,-511.0,5.74,0.12136810153765738,14.281835972118309,1.414973347970818
85,4,14.0,nan,nan,nan,-2.0,4.69,-3.0,-2.116676647720729,2.9232440186302764
85,6,nan,nan,2.0,nan,-4.0,4.76,-3.0,-1.5493518657814456,1.7781512503836436
85,8,nan,nan,nan,1.0,-3.0,4.84,-3.0,-1.2174563090207278,nan
85,10,nan,2.0,nan,2.0,-7.0,5.05,-3.0,-1.14935524958672,1.5797835966168101
85,34,nan,nan,nan,1.0,-43.0,5.99,-3.0,5.03127984641722,2.5490032620257876
85,64,nan,1.0,nan,nan,-513.0,5.79,-3.0,14.74174306100277,1.1760912590556813
86,3,nan,nan,3.0,nan,3.0,4.65,-3.0,-2.0297054301036237,3.269045709657623
86,4,nan,nan,2.0,nan,13.0,4.67,-3.0,-1.9817673782926504,2.885361220031512
86,11,15.0,nan,1.0,nan,-11.0,5.17,-0.0698755091635423,-0.6523689270621824,2.3283796034387376
86,22,13.0,nan,nan,nan,-22.0,5.55,-0.21590551938768038,2.247547638401698,2.639486489268586
87,3,nan,1.0,nan,nan,12.0,4.63,-3.0,-2.2774148387104174,3.401228167498113
87,7,nan,2.0,nan,1.0,-2.0,4.8,-3.0,-0.4857022603955158,1.9138138523837167
87,12,23.0,nan,1.0,nan,-14.0,5.3,0.12050088898087173,-0.1767766952966369,2.3541084391474008
88,1,nan,nan,nan,1.0,1.0,4.56,-3.0,-2.36046025483712,3.595055089759304
88,3,nan,nan,nan,1.0,10.0,4.63,-3.0,-2.2138403433563645,2.143014800254095
88,5,8.0,nan,nan,nan,-2.0,4.71,-0.2894561720000941,-1.2174563090207278,nan
88,7,10.0,nan,nan,1.0,-5.0,4.8,-3.0,-0.25,2.3654879848909
88,8,1.0,nan,nan,nan,-11.0,4.84,-3.0,0.1767766952966369,2.3096301674258988
88,9,7.0,nan,nan,nan,-12.0,4.92,0.24742331210120985,0.25,2.374748346010104
88,32,nan,1.0,nan,nan,-46.0,6.31,-3.0,5.438411831334447,1.9493900066449128
89,0,nan,nan,2.0,nan,1.0,4.52,-3.0,-2.713539012884334,3.313445370426414
89,1,nan,nan,nan,2.0,4.0,4.54,-3.0,-2.839928577991893,3.198931869932209
89,2,nan,1.0,1.0,1.0,-7.0,4.59,-3.0,-2.7418788550582964,2.727541257028556
89,8,nan,1.0,nan,1.0,-14.0,4.84,-3.0,0.25,2.5599066250361124
89,9,17.0,nan,nan,nan,-16.0,4.92,0.3974767772751052,0.6523689270621824,2.456366033129043
89,63,nan,1.0,nan,nan,-661.0,5.87,-3.0,16.50520930404935,1.380211241711606
90,0,nan,nan,6.0,6.0,-2.0,4.5,-3.0,-3.173096920457878,nan
90,1,nan,1.0,3.0,2.0,-2.0,4.55,-3.0,-3.1847884590458393,nan
90,2,nan,3.0,6.0,3.0,-5.0,4.59,-3.0,-2.7429953196983257,2.3443922736851106
90,3,7.0,2.0,nan,2.0,-4.0,4.63,0.1316667923005638,-2.249391966711742,2.037426497940624
90,4,6.0,nan,3.0,nan,-10.0,4.67,0.4698764941882853,-1.7495589158326679,3.3350565194390915
90,6,3.0,2.0,nan,3.0,-14.0,4.76,0.2764801809044716,-0.7499107785611425,2.4099331233312946
90,7,15.0,nan,1.0,nan,-14.0,4.8,-3.0,-0.25,2.4638929889859074
90,8,21.0,nan,nan,1.0,-13.0,4.84,-3.0,0.25,2.2174839442139063
90,9,nan,nan,1.0,nan,-20.0,4.92,0.47217742149760805,0.7477397418934033,1.9084850188786497
90,10,21.0,nan,1.0,nan,-20.0,5.05,0.545963635659185,1.14935524958672,1.591064607026499
90,94,nan,1.0,nan,nan,-2565.0,5.84,-3.0,23.080909267527662,nan
